param,index,value
kappa,0,0.03402413800358772
kappa,1,0.04498276114463806
kappa,2,0.04324641078710556
kappa,3,0.04020916670560837
kappa,4,0.04113638028502464
lengthscale,0,0.387472927570343
lengthscale,1,0.37226808071136475
lengthscale,2,0.38028550148010254
lengthscale,3,0.4025799632072449
lengthscale,4,0.39498966932296753
gp_latent_0,0,0.02853253297507763
gp_latent_0,1,-0.02487705834209919
gp_latent_0,2,0.009087635204195976
gp_latent_0,3,0.042100995779037476
gp_latent_0,4,0.03895413875579834
gp_latent_0,5,0.030780300498008728
gp_latent_0,6,0.0013445769436657429
gp_latent_0,7,-0.008612686768174171
gp_latent_0,8,0.012891148217022419
gp_latent_0,9,-0.05843790993094444
gp_latent_0,10,0.04081547632813454
gp_latent_0,11,0.010597949847579002
gp_latent_0,12,0.01248991023749113
gp_latent_0,13,0.012667178176343441
gp_latent_0,14,-0.00019249715842306614
gp_latent_0,15,0.006912971381098032
gp_latent_0,16,0.008109078742563725
gp_latent_0,17,-0.008576685562729836
gp_latent_0,18,-0.0534190870821476
gp_latent_0,19,0.02973185107111931
gp_latent_0,20,-0.02473313920199871
gp_latent_0,21,0.008979051373898983
gp_latent_0,22,0.011611143127083778
gp_latent_0,23,0.005225694738328457
gp_latent_0,24,0.02219354920089245
gp_latent_0,25,0.008134076371788979
gp_latent_0,26,0.058835577219724655
gp_latent_0,27,0.022792188450694084
gp_latent_0,28,-0.013487862423062325
gp_latent_0,29,-0.02794041484594345
gp_latent_0,30,-0.010829438455402851
gp_latent_0,31,0.005549903959035873
gp_latent_0,32,0.016032371670007706
gp_latent_0,33,-0.026509836316108704
gp_latent_0,34,0.01361222192645073
gp_latent_0,35,0.01711459271609783
gp_latent_0,36,0.015512865036725998
gp_latent_0,37,0.015158873982727528
gp_latent_0,38,-0.02561008930206299
gp_latent_0,39,-0.05267319083213806
gp_latent_0,40,0.0021890662610530853
gp_latent_0,41,0.011706948280334473
gp_latent_0,42,0.01846403442323208
gp_latent_0,43,0.025328276678919792
gp_latent_0,44,0.01763363555073738
gp_latent_0,45,-0.03956656903028488
gp_latent_0,46,0.011339826509356499
gp_latent_0,47,-0.0008147282060235739
gp_latent_0,48,0.011794567108154297
gp_latent_0,49,0.009567196480929852
gp_latent_0,50,-0.008460527285933495
gp_latent_0,51,-0.006163191515952349
gp_latent_0,52,0.05015404149889946
gp_latent_0,53,0.007590021938085556
gp_latent_0,54,-6.794976070523262e-05
gp_latent_0,55,-0.022434132173657417
gp_latent_0,56,-0.03548530489206314
gp_latent_0,57,0.011865968815982342
gp_latent_0,58,0.034081265330314636
gp_latent_0,59,-0.007778567261993885
gp_latent_0,60,0.016847774386405945
gp_latent_0,61,-0.01934237778186798
gp_latent_0,62,0.023211099207401276
gp_latent_0,63,-0.0331464484333992
gp_latent_0,64,-0.0022068023681640625
gp_latent_0,65,0.028695549815893173
gp_latent_0,66,-0.00886173453181982
gp_latent_0,67,0.0071236807852983475
gp_latent_0,68,-0.011940795928239822
gp_latent_0,69,0.01677940972149372
gp_latent_0,70,0.009694971144199371
gp_latent_0,71,-0.030929531902074814
gp_latent_0,72,-0.012884038500487804
gp_latent_0,73,-0.012838007882237434
gp_latent_0,74,-0.010097431018948555
gp_latent_0,75,-0.012413984164595604
gp_latent_0,76,-0.02043560892343521
gp_latent_0,77,-0.027510520070791245
gp_latent_0,78,-0.0029076223727315664
gp_latent_0,79,-0.0053080059587955475
gp_latent_0,80,-0.01497429609298706
gp_latent_0,81,0.002339104190468788
gp_latent_0,82,0.00025171833112835884
gp_latent_0,83,0.032880134880542755
gp_latent_0,84,0.009917974472045898
gp_latent_0,85,0.0018806946463882923
gp_latent_0,86,0.01752808876335621
gp_latent_0,87,0.019345106557011604
gp_latent_0,88,-0.018298719078302383
gp_latent_0,89,0.03850145637989044
gp_latent_0,90,0.0068189543671905994
gp_latent_0,91,0.013501007109880447
